audit_item_id,domain,claim_text_hash,evidence_text_hash,model_pred,silver_label,queue_rank,queue_source,selection_reason,audit_status
AUDIT-V1-0057,autonomous_driving,034b481191ca12fbdd246b0bcd3e61ecb2c9cf45c6067db1ce30902082eeb255,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,strong_action_overclaim,contradiction_candidate,0,r4_fp,"R4 false positive (silver not strong, R4 predicts strong)",pending
AUDIT-V1-0058,autonomous_driving,e27bff5a2678ec21ff419f1efdc826dd9b7784dd387f3ff29339a914d0bab5cf,05a04b9bee82765e650aa1c1299b5adb17695b2febaae24b15324148593d85c6,strong_action_overclaim,supported,0,r4_fp,"R4 false positive (silver not strong, R4 predicts strong)",pending
AUDIT-V1-0059,cyber_defense,32fc2afc4c284f19acacb967456126048d6d1602457a2d81f41e4fe95cea83d7,4bdf3c7597a3aa48c5a9a09f6cf1cf1e08737e0bada02014d6d0e6329dc730db,strong_action_overclaim,mild_scope_overclaim,0,r4_fp,"R4 false positive (silver not strong, R4 predicts strong)",pending
AUDIT-V1-0060,autonomous_driving,e51825a9ab441e82eb275ea931536d81b52bbffa610416bbc5c261ae94d966b8,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,strong_action_overclaim,mild_scope_overclaim,0,r4_fp,"R4 false positive (silver not strong, R4 predicts strong)",pending
AUDIT-V1-0061,cyber_defense,5ad3ca707d15413ae3bf385a294d2b653c4a6375f775b24bed210127f6c89fc0,12e03db8fe01fbaef18d1b4bf4070792dc4bbed84b1441c737ad04542136663f,strong_action_overclaim,supported,0,r4_fp,"R4 false positive (silver not strong, R4 predicts strong)",pending
AUDIT-V1-0062,cyber_defense,2808449e3ad69808325b2c504a832140fa3a0e3870266d4469cef7ad84603df2,b723218b57233e2295021b7d057dd7d82f14c3adeb9b09ac6b8193fc9364ee26,mild_scope_overclaim,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0063,cyber_defense,d23a687d4f0e6ae6f3a28cd4e98dc42b478a46d0761e20c137d82a3a22675ae1,f1058437ee3d6761b7f79987e752151cb111280f8f209dd6616823f8ec2b5c0f,contradiction_candidate,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0064,digital_twin,5a7e19e576801a092672b076e22d62419a17aede12d4180203b2fa48499bd8aa,36000ebcbec0164f455a51e3eb0b7ad16a4cbcc8e6d02fbee67cc6223aec58e1,supported,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0065,autonomous_driving,95a29cfb1d162c70b1d6c65acb46c1a962af6ac1757a5bad4aeaf67ac60ecabb,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,supported,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0066,autonomous_driving,b7db14b97cbbd7e0942c02b02491ed868aba4fcdd016c789901639d94c122103,40c28bd40d398e3eccc966577a613cbd49bc559c542dbb1b25d254c69b0c5219,supported,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0067,autonomous_driving,2b6649d2c9a33affdfa89701f22f25ae6fea639ee148dd14a9cc181bbde43650,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,contradiction_candidate,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0068,autonomous_driving,3f0e57798f48614dedec01b81e9968e7bf9995ae36d2744ae5c2e293ada0ace1,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,contradiction_candidate,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0069,policy_simulation,2c5b8b5bf3cddfd72e6789b4e3b5b323c6e20af93f3fd8086657bad0df915b55,b64e01bee5a220d5302ee0587bc8f4e8131300e3004be391a56756e217e4df89,supported,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0070,marl,568ab6cb88f7ddd17e1a736383e66943ca7107eeb2f1e4fc895bcae477ff47dd,62c4d34280e7d33fd22a8fb2b96d9ee25bd9548b02569b777dc9dafb746ebd5c,contradiction_candidate,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0071,autonomous_driving,52fb03ad41b6b2c2cdda5631842d0390de90f63ccdac1a6d118c8c9dafeb6d99,15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345,supported,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0072,autonomous_driving,a162854a61cd7bdd5530edde5d8e246d2ae9425bc2e6f6fa21a9d38f59dfeb09,d6e6dfa236313d7fa26da23cf16507d18528c5c6cf952679340daf0af5cf698f,contradiction_candidate,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0073,autonomous_driving,3f954d6ff7542aab93e7d8079fea0dc14660353cb0a4a0e0fa7643f4bf7873a0,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,contradiction_candidate,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0074,cyber_defense,f9473e49c74742f60a7f5933fbbae652d696bc86899141fde54addd712803b74,12e03db8fe01fbaef18d1b4bf4070792dc4bbed84b1441c737ad04542136663f,mild_scope_overclaim,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0075,autonomous_driving,1fd633423f062d0b28773ff2c4abbdf6c8314b90519b0b88922c6cb69d33fa8c,f20bc1d56eda4fc50d6d0e237529dbe2277097771238ea9436a4d2e2f98b65b7,supported,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0076,cyber_defense,96a80ba3e836f5a93a48810dddca702234a9a67668730dae6bcac827a73111ee,8f54ac78eeb9eaf3cd91802b09d7827febd6fecbde0350deeb4f76d93382b383,contradiction_candidate,strong_action_overclaim,0,r4_fn,"R4 false negative (silver strong, R4 does not predict strong)",pending
AUDIT-V1-0077,marl,215024eb12da060a0e624a79db6438d570680250f578cf8fa5e6801ecec5e560,2719cd03144eac5beb2b9ae6a1487e9eeb2829d6790e51fc8e092955ad171286,strong_action_overclaim,mild_scope_overclaim,83,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0078,policy_simulation,ca32abfbf33b14336b358c843a9a59934d304b1f77a0cdaf5b127d8a45752b6c,46b186166e58fc91678a34170478a902e4917ec372a7064322b9996168acbb3d,strong_action_overclaim,mild_scope_overclaim,98,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0079,robotics,dcd32c5d8483ed8d79c785d5f2bbf8817597dd7c4ece38428241758e808333c8,c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0080,cyber_defense,384247dc8716dcd0157411a49de779a820b1f3e6ed0a78f62a83e340bfd24927,b00a30ef67cc587eaca5733214e7bf62788faf81bd46b44c16c56d0327b754ec,strong_action_overclaim,mild_scope_overclaim,90,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0081,policy_simulation,74ec27c85fc9c56a3357995de8ffaa4db3836398d175250a263cb8d3e65c4a8f,f096fcec9bbb097fedd7e01867d576489c9a1112f683bde5278cedec38946cd2,strong_action_overclaim,mild_scope_overclaim,89,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0082,policy_simulation,50d627f4cfda7d1ef3f6ecf01b1e1b65d34ba5877195352bbba363201d6965a2,edf92dc7f282ad502e05dbd104d66c61750ec65fb4753e875a9e132415cf1258,strong_action_overclaim,mild_scope_overclaim,82,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0083,digital_twin,8e6ac7ef77c7eb49d9f1f5362850505bda5c48dd36b679fbe630850483198c8b,8e8bc2ea8ecbfe77eea7a4530ea29af363888dfe1a1200af7fe07bc88dcf89b2,strong_action_overclaim,mild_scope_overclaim,52,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0084,marl,67d895486adb91303b81677ffeed25bdd1f9f21bfa5fe1f9b78bb5777fc5ddfe,53381a2ae041900f71055edbbed954fbeebb75bafa66afaa18496da3d75aff95,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0085,autonomous_driving,1f7361bf51c844525975039cc7cc8841799cf6762d2f44afbd17447864e9a695,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0086,robotics,efbc3f4c1f0c651409b2a24f878d40accd9891faca8eb7872ff4c98c339f56b1,f7465bc2a8a37c8880477c1a3313641440eed326e30a6a137b421f2a3db287e9,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0087,digital_twin,ffddcbcb91215338e801d9fd6cdbe6bfdfc40c6c876c3bd5fa271c44b1f6d8f6,291e0f9d3089c314fe134f667952f4f4fda940af07115ce0962e39001d662b9a,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0088,cyber_defense,4673b1cfd3bd4e7778cee45016e52cac3317dc177276d92ad4352d07902a6c47,bfd5f4089cbd21962ddf5605826ec6ea0142aad4a021cefafb2e76686ee4d033,strong_action_overclaim,mild_scope_overclaim,87,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0089,digital_twin,4535983d8bfbc5a7193a866541c0db2c6c495866b3230c28cddf23a67666b96a,a0cbabaccbb7e89eb79cadaf4274d7343127819bfaa9fbc919a8372113dea476,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0090,robotics,f1ecbdca1f18bef4e6b97aeeace4283a6db76691ca4416ee0382f04bd81ad83b,009c369e16e62a82d234718c20125e0fc22866acb9dae40951db78db11f71f5b,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0091,marl,9a3d168c90c375bc0054d4c07e24f964ecd5dc11fccdad70f2a3f3171d4211a2,7f862b633fa8c562724909d6bf3cc68828af36b4fd600573c20243d78c61712b,strong_action_overclaim,mild_scope_overclaim,58,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0092,cyber_defense,0f117d78b3916e70c22b6e33a108fabcba1b935d79ab533212293808c771c3d7,a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0093,cyber_defense,5f468e8fd799021e617ddf2de5a01ab8c0053e0dec18d6649d17ff327a583938,68ab2c633e7cad42741e2d014380799257e2ad7969418907c0efe70e2697f746,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0094,autonomous_driving,be91888a2acb8317ce93defa08f643445cb7899127529f32bcdc0183cc874159,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0095,digital_twin,0bb33cc2e31c85e8dd7bffd6e5a846b8209125d148c712b157a543d46bd23f39,1bfc02570ffe7c547ea6acc10a2d06c482e025ac0569d567f6cbb896d9b71c28,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0096,autonomous_driving,adfb94d160cdff4ea669403bb30619c6ec0999888c35265e62096a02f7ce4cbb,6efee5891286599ea7c4589138b121e13c2de8d52a469d98584f169c44340d04,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0097,robotics,e3f85547775a029477304038b1e2d77f057ded5d4b4bb1c5b72af08c8cfde750,009c369e16e62a82d234718c20125e0fc22866acb9dae40951db78db11f71f5b,strong_action_overclaim,supported,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0098,marl,4ec075f88f1138f74590b48add0b34507be4d17ab97053a6327b87eb8069a321,2719cd03144eac5beb2b9ae6a1487e9eeb2829d6790e51fc8e092955ad171286,strong_action_overclaim,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0099,autonomous_driving,1b3bda402360ac94eb94af1a9077bd1f12471f533261c9a74eb6abb36e28163c,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,contradiction_candidate,supported,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0100,policy_simulation,d445c38ab20f90d4ff4c06752424f5152d98f441f7b2bc2a80686dde96fa41c3,843b17c7a558735dd7a474df6c921f2513e69f15e45cc8f4b30296f30f5050df,supported,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0101,autonomous_driving,dd0fa55acab3977cb5544fb5e64a6781190998f2eb6ccbf336bf9062d52c4a36,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0102,policy_simulation,8bcfa08f11787c76f38c113cce81de5a6d979fa820e2e378f0abdd2e1ed95b5e,6b213c6592515a7c5c00834f1e58935d8b6dafd9c1e7eae38b33c744298011fe,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0103,autonomous_driving,ffa1aa18f408fda494ddd6210b6fefbe2f0383920478b76db69867fe522117c7,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0104,marl,b2a200714847d2402f30890e28035f492475056eef6f5e4fa47f28166b27e29b,62c4d34280e7d33fd22a8fb2b96d9ee25bd9548b02569b777dc9dafb746ebd5c,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0105,digital_twin,3a0f408bf0b453f00295a96c78c7aa4acaa6e5a7c3060dbd9b3587e4e20542bc,fa1564642d763009ffc667bf34d0c413a46a9650c20ab426e929922ef78727b0,mild_scope_overclaim,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0106,policy_simulation,e19602a2ab46f0674459ff499da335a9797a3e39239dd287317ac488f439f914,8068ed882eea1fd05799cfefdc913dd1dd53b6b85ee36fb1f3a1af1ab142eccf,contradiction_candidate,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0107,autonomous_driving,0965adbbe9793ed8bee3a613bd9c67d944f4ed9b17130165aa41ad12eca25b0a,3292ee7ee5985e9b89ef6df942854ac4f0ffb9ab403b4fcb6514d995fe90d757,mild_scope_overclaim,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0108,digital_twin,2e9df211670085988d02e72fc3e6babd46e2ea82ea9e4d162062238abc03759f,bf98cd978b8e4e84d907c5117106b23459fdcd076b6f7625af2ce9fbd394d4cf,contradiction_candidate,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0109,digital_twin,45a1078ee20244674092942cabe25f4465c9c7d2ab34d4ae2c5078cd1e42d5f5,fd6edf57bcdfe87cac6a2da3ed03fbf3d5c186660f09a2272c7f1cb7e7d898a1,contradiction_candidate,supported,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0110,policy_simulation,2a42bd5d4ed8e7b8eb51e076ba31517bb17b15a264788bd758f4cd43a1bbbf56,b64e01bee5a220d5302ee0587bc8f4e8131300e3004be391a56756e217e4df89,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0111,autonomous_driving,81e028a5a1cb0356a804662dc64456fd30edee233e73276f5da6ffdc0b3eba46,421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,strong_action_overclaim,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
