candidate_id,true_label,pred_label,in_top_100,is_strong_action,strong_action_flag,category,p_strong,p_contra,entropy,oracle_hit,selected_n_words
SBV2-ALL92-G002-CONTRA,contradiction_candidate,strong_action_overclaim,True,False,1,false_positive_contradiction,0.8346266459587786,0.2602395237544291,0.18129870295524597,0,17
SBV2-ALL92-G002-MILD,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.8365843840251936,0.2685290989115721,0.19228094816207886,0,17
SBV2-ALL92-G002-STRONG,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_low_pstrong,0.5909928660010632,0.3391331482420781,0.6597850322723389,0,60
SBV2-ALL92-G002-SUPPORTED,supported,supported,False,False,0,true_negative_not_in_queue,0.2295589746246177,0.0524572883344019,0.3420493006706238,0,69
SBV2-ALL92-G003-CONTRA,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.2818358467978977,0.9288887448074616,0.03264902904629707,0,29
SBV2-ALL92-G003-MILD,mild_scope_overclaim,mild_scope_overclaim,False,False,0,true_negative_not_in_queue,0.4193236465624852,0.2542476850805769,0.14368446171283722,0,34
SBV2-ALL92-G003-STRONG,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_low_pstrong,0.5152049729776469,0.2784160445302716,0.3863176703453064,1,39
SBV2-ALL92-G003-SUPPORTED,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.5405713466772789,0.2168989179216121,0.5440426468849182,0,34
SBV2-ALL92-G004-CONTRA,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.3622682583095342,0.9315992867001444,0.1102374717593193,0,40
SBV2-ALL92-G004-MILD,mild_scope_overclaim,supported,False,False,0,true_negative_not_in_queue,0.4058238887698769,0.1917375712046589,0.5720406770706177,0,40
SBV2-ALL92-G004-STRONG,strong_action_overclaim,supported,False,True,0,r4_screening_failure,0.5022052199484109,0.2662797812504495,0.2086019515991211,0,40
SBV2-ALL92-G004-SUPPORTED,supported,supported,False,False,0,true_negative_not_in_queue,0.3268515913573557,0.036679675767384,0.4302102029323578,0,40
SBV2-ALL92-G007-CONTRA,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4198081303832151,0.929622644851141,0.05150935426354408,1,16
SBV2-ALL92-G007-MILD,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.5260019837114202,0.2536356831960691,0.009599022567272186,1,16
SBV2-ALL92-G007-STRONG,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_low_pstrong,0.5653187088639782,0.2536405377299479,0.00905146636068821,1,16
SBV2-ALL92-G007-SUPPORTED,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.503820734914314,0.2536701269735041,0.009352974593639374,1,16
SBV2-ALL92-G008-CONTRA,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.800679171222658,0.5601232807229453,0.7830163836479187,0,33
SBV2-ALL92-G008-MILD,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.8081595604095039,0.2729906359880107,0.10566620528697968,0,16
SBV2-ALL92-G008-STRONG,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.8142870235532927,0.279222331382863,0.08307052403688431,0,16
SBV2-ALL92-G008-SUPPORTED,supported,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.8221606471160614,0.5144214798033855,0.8306712508201599,0,27
SBV2-ALL92-G011-CONTRA,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.7714109320392067,0.8797459872752124,0.4882499873638153,0,17
SBV2-ALL92-G011-MILD,mild_scope_overclaim,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.7534824979834607,0.8919049181400929,0.36459243297576904,0,17
SBV2-ALL92-G011-STRONG,strong_action_overclaim,mild_scope_overclaim,False,True,0,r4_screening_failure,0.8528281171400884,0.4470856509688855,0.40283411741256714,0,15
SBV2-ALL92-G011-SUPPORTED,supported,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.7460631285942566,0.8983349341181035,0.3032212257385254,0,17
SBV2-ALL92-G013-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.541571687324694,0.2593516941385155,0.01328694261610508,0,12
SBV2-ALL92-G013-C02,mild_scope_overclaim,supported,False,False,0,true_negative_not_in_queue,0.5646324527351202,0.2595833455703749,0.01368756778538227,0,12
SBV2-ALL92-G013-C03,strong_action_overclaim,supported,False,True,0,r4_screening_failure,0.7957552336262175,0.3203458862475098,0.2489628791809082,0,15
SBV2-ALL92-G013-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.5491015518718529,0.9206121783290636,0.22397595643997192,0,23
SBV2-ALL92-G014-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.4842155835641923,0.2828493094955318,0.13353589177131653,0,13
SBV2-ALL92-G014-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.5538447456297133,0.2557153076521382,0.0444641038775444,0,13
SBV2-ALL92-G014-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_low_pstrong,0.5600763801145674,0.2547403809083075,0.04058556631207466,0,13
SBV2-ALL92-G014-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4756918525035523,0.8000871871902806,0.6944969892501831,0,13
SBV2-ALL92-G018-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.5222254010477371,0.296484148746758,0.01350787840783596,1,17
SBV2-ALL92-G018-C02,mild_scope_overclaim,supported,False,False,0,true_negative_not_in_queue,0.5491866713457482,0.3039616137839863,0.08832285553216934,1,17
SBV2-ALL92-G018-C03,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.7012077892327065,0.2991366893349724,0.022730596363544464,1,17
SBV2-ALL92-G018-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4343228035870561,0.9058233755047512,0.10025814920663834,1,17
SBV2-ALL92-G019-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.2978105854272831,0.008657916795584,0.03686538711190224,0,29
SBV2-ALL92-G019-C02,mild_scope_overclaim,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.1938162017410665,0.9239499942992968,0.07069758325815201,0,29
SBV2-ALL92-G019-C03,strong_action_overclaim,contradiction_candidate,False,True,0,r4_screening_failure,0.3283888224799682,0.9156177682828908,0.40197819471359253,0,29
SBV2-ALL92-G019-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.3491922011940808,0.9242738837781126,0.09160850942134857,0,29
SBV2-ALL92-G020-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.2255389284988569,0.0232030817390439,0.04800022393465042,0,23
SBV2-ALL92-G020-C02,mild_scope_overclaim,supported,False,False,0,true_negative_not_in_queue,0.2291556956171764,0.0238522525200172,0.06507661193609238,0,23
SBV2-ALL92-G020-C03,strong_action_overclaim,supported,False,True,0,r4_screening_failure,0.4185285142495559,0.2563650153652462,0.26529377698898315,0,23
SBV2-ALL92-G020-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.2103218331235746,0.92206605403793,0.1726091206073761,0,23
SBV2-ALL92-G021-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.5699526140779934,0.2361435883973122,0.01432063803076744,0,18
SBV2-ALL92-G021-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.5745173424595027,0.2367264651127818,0.016194462776184082,0,18
SBV2-ALL92-G021-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_low_pstrong,0.5877100277373991,0.2371531739316108,0.016772057861089706,0,18
SBV2-ALL92-G021-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4167169906153963,0.92303991289687,0.12448211759328842,0,18
SBV2-ALL92-G025-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.2532223095558081,0.0273985976884694,0.08663676679134369,0,39
SBV2-ALL92-G025-C02,mild_scope_overclaim,supported,False,False,0,true_negative_not_in_queue,0.2875059148947775,0.0277556095519117,0.09731511771678925,0,39
SBV2-ALL92-G025-C03,strong_action_overclaim,supported,False,True,0,r4_screening_failure,0.5009663469593385,0.1325914869755663,0.848863959312439,0,39
SBV2-ALL92-G025-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.5070787118200296,0.9065700543342246,0.4735183119773865,0,25
SBV2-ALL92-G027-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.6443527604590837,0.3024203436886578,0.1709737479686737,1,7
SBV2-ALL92-G027-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.6901081609627128,0.2947860462156415,0.146916463971138,1,7
SBV2-ALL92-G027-C03,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.7160255163410588,0.2753655480559971,0.09983739256858826,1,7
SBV2-ALL92-G027-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.8398602118574151,0.5487680443948031,0.8384507298469543,0,13
SBV2-ALL92-G028-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.4334997936400038,0.2593118160798882,0.03629663959145546,1,27
SBV2-ALL92-G028-C02,mild_scope_overclaim,supported,False,False,0,true_negative_not_in_queue,0.4945924862282347,0.2565701313080952,0.012861320748925209,1,27
SBV2-ALL92-G028-C03,strong_action_overclaim,supported,False,True,0,r4_screening_failure,0.4803731291082944,0.2558745109317242,0.008214566856622696,1,27
SBV2-ALL92-G028-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4572642504402767,0.9185576003317564,0.07512594759464264,1,27
SBV2-ALL92-G030-C01,supported,strong_action_overclaim,True,False,1,false_positive_supported,0.8530757792496165,0.2725013952675154,0.05211425572633743,0,12
SBV2-ALL92-G030-C02,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.8502323553405473,0.2724918179355512,0.04450005292892456,0,12
SBV2-ALL92-G030-C03,strong_action_overclaim,supported,False,True,0,r4_screening_failure,0.8016241634963113,0.3306488437236993,0.19955256581306458,0,24
SBV2-ALL92-G030-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.6792505021729734,0.7660756298798993,0.7042615413665771,0,16
SBV2-ALL92-G031-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.8198725803909352,0.3414110776806237,0.2630559802055359,0,12
SBV2-ALL92-G031-C02,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.8211554642259854,0.3029932770020954,0.17753589153289795,0,12
SBV2-ALL92-G031-C03,strong_action_overclaim,contradiction_candidate,False,True,0,r4_screening_failure,0.5991317953206589,0.66418745060984,0.780987024307251,0,22
SBV2-ALL92-G031-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.8357796717606533,0.3802828302284103,0.3743146061897278,0,12
SBV2-ALL92-G032-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.6460773454224604,0.2580691589470673,0.06968321651220322,0,18
SBV2-ALL92-G032-C02,mild_scope_overclaim,mild_scope_overclaim,False,False,0,true_negative_not_in_queue,0.6763077963255708,0.3500668908264334,0.4732653498649597,0,18
SBV2-ALL92-G032-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_high_entropy,0.6063296437871954,0.2787159385777382,0.36950138211250305,0,18
SBV2-ALL92-G032-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.2831037664708629,0.9441599882552014,0.07566720992326736,0,18
SBV2-ALL92-G033-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.5310006592318149,0.2640031214151409,0.025635145604610443,0,10
SBV2-ALL92-G033-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.5764928673900053,0.2628749895528731,0.0161915086209774,0,10
SBV2-ALL92-G033-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_high_entropy,0.618763843905899,0.2844398985915212,0.18424762785434723,0,10
SBV2-ALL92-G033-C04,contradiction_candidate,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.6283538722829372,0.2708944751005389,0.03837743401527405,0,10
SBV2-ALL92-G034-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.5023865418946979,0.2885287950217953,0.25426486134529114,0,38
SBV2-ALL92-G034-C02,mild_scope_overclaim,supported,False,False,0,true_negative_not_in_queue,0.4870232635687397,0.2951563846454164,0.1565629094839096,0,38
SBV2-ALL92-G034-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_low_pstrong,0.5671061643989862,0.295225930347642,0.20849479734897614,0,38
SBV2-ALL92-G034-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.3174718955225905,0.9152636508344892,0.08329617977142334,0,38
SBV2-ALL92-G035-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.4389151816036248,0.0151569525856022,0.048149581998586655,0,24
SBV2-ALL92-G035-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.4937238023002097,0.0195118755768569,0.18637517094612122,0,24
SBV2-ALL92-G035-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_low_pstrong,0.5307325480571782,0.273299285210029,0.9885314702987671,0,24
SBV2-ALL92-G035-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.436338925399331,0.9136742472309132,0.3369927406311035,0,24
SBV2-ALL92-G036-C01,supported,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.2228146055579653,0.9140490831687405,0.05337999761104584,0,46
SBV2-ALL92-G036-C02,mild_scope_overclaim,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.560335565200414,0.9160056117833144,0.1365443468093872,0,5
SBV2-ALL92-G036-C03,strong_action_overclaim,contradiction_candidate,False,True,0,r4_screening_failure,0.239620424973723,0.9156905999974004,0.10780365020036697,0,46
SBV2-ALL92-G036-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.7378015532317759,0.6305574849121178,0.7920182943344116,0,27
SBV2-ALL92-G037-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.7391998281027119,0.3204061470900843,0.20083028078079224,0,35
SBV2-ALL92-G037-C02,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.7474992934351421,0.2963006842783801,0.14308223128318787,0,35
SBV2-ALL92-G037-C03,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.8498385700841802,0.2632776560111211,0.07690100371837616,1,15
SBV2-ALL92-G037-C04,contradiction_candidate,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.7288812665038276,0.3429052861147915,0.29171234369277954,0,20
SBV2-ALL92-G038-C01,supported,strong_action_overclaim,True,False,1,false_positive_supported,0.7106183059673961,0.2624478046191332,0.05654332414269447,0,18
SBV2-ALL92-G038-C02,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.7200480855891848,0.2670876469601295,0.0710911899805069,0,18
SBV2-ALL92-G038-C03,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.7171062999032795,0.262021444778801,0.05766154080629349,0,18
SBV2-ALL92-G038-C04,contradiction_candidate,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.7322972308523641,0.2986101897848969,0.16059935092926025,0,18
SBV2-ALL92-G040-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.6546698260721456,0.2640357368841231,0.19032949209213257,0,24
SBV2-ALL92-G040-C02,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.7182290501984362,0.257358532874774,0.01747264340519905,0,15
SBV2-ALL92-G040-C03,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.7039277405419391,0.2573217008016754,0.016249999403953552,0,15
SBV2-ALL92-G040-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.431906479773765,0.932738369271622,0.1104855015873909,0,15
SBV2-ALL92-G042-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.6932403729905172,0.2947958962975084,0.1015753448009491,0,29
SBV2-ALL92-G042-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.6722809054319459,0.0428229076132098,0.6885045766830444,0,39
SBV2-ALL92-G042-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_high_entropy,0.7547245768898364,0.3145950942091846,0.18230533599853516,0,25
SBV2-ALL92-G042-C04,contradiction_candidate,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.6735986289251058,0.3049737224894562,0.18485188484191895,0,22
SBV2-ALL92-G043-C01,supported,strong_action_overclaim,True,False,1,false_positive_supported,0.62513327568972,0.2390121279446759,0.02564607933163643,1,22
SBV2-ALL92-G043-C02,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.6218877201524959,0.2385091523663189,0.022283252328634262,1,22
SBV2-ALL92-G043-C03,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.6338924649125964,0.2380743580755338,0.020351702347397804,1,22
SBV2-ALL92-G043-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4648769317169459,0.9226980209969194,0.37944507598876953,1,22
SBV2-ALL92-G047-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.5909758683588486,0.2776254011454644,0.06990374624729156,1,12
SBV2-ALL92-G047-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.6121810655607234,0.2765342049304784,0.06058112159371376,1,12
SBV2-ALL92-G047-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,selector_failure,0.6156785457626407,0.2736817902210215,0.04912199825048447,1,12
SBV2-ALL92-G047-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.3483293314739243,0.928929218755967,0.1310838758945465,1,12
SBV2-ALL92-G051-C01,supported,strong_action_overclaim,True,False,1,false_positive_supported,0.7641679348699105,0.2650349911789036,0.07176701724529266,0,7
SBV2-ALL92-G051-C02,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.770180661585989,0.2635018357714405,0.067408487200737,0,7
SBV2-ALL92-G051-C03,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.7727086772938146,0.2645754727190761,0.06950876861810684,0,7
SBV2-ALL92-G051-C04,contradiction_candidate,strong_action_overclaim,True,False,1,false_positive_contradiction,0.777715905402758,0.2553187190573734,0.04604135453701019,0,7
SBV2-ALL92-G052-C01,supported,strong_action_overclaim,True,False,1,false_positive_supported,0.7919525581848265,0.2516636641613217,0.02897576242685318,0,17
SBV2-ALL92-G052-C02,mild_scope_overclaim,strong_action_overclaim,True,False,1,ambiguous_mild_strong,0.7925403817924002,0.2524257872648283,0.03122258186340332,0,17
SBV2-ALL92-G052-C03,strong_action_overclaim,mild_scope_overclaim,False,True,0,r4_screening_failure,0.7609532393290063,0.3677394316089307,0.29314881563186646,0,9
SBV2-ALL92-G052-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.3979407052023989,0.7459945839795848,0.6971312761306763,0,28
SBV2-ALL92-G057-C01,supported,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4890574354506582,0.8665496351049663,0.7363824248313904,1,36
SBV2-ALL92-G057-C02,mild_scope_overclaim,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4242708759349953,0.7307747135161583,0.853919267654419,1,36
SBV2-ALL92-G057-C03,strong_action_overclaim,strong_action_overclaim,False,True,1,false_negative_high_entropy,0.7163090991339472,0.3312728422420476,0.36641085147857666,1,36
SBV2-ALL92-G057-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4104127499037609,0.9144562923143152,0.4394335448741913,1,36
SBV2-ALL92-G060-C01,supported,supported,False,False,0,true_negative_not_in_queue,0.3515378581774857,0.2480205508494558,0.017961423844099045,0,16
SBV2-ALL92-G060-C02,mild_scope_overclaim,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.1809715837246945,0.9269216743736814,0.15377789735794067,0,16
SBV2-ALL92-G060-C03,strong_action_overclaim,supported,False,True,0,r4_screening_failure,0.5378981366333293,0.3103380071424936,0.16789071261882782,0,16
SBV2-ALL92-G060-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.2064179778357445,0.92341044134832,0.019008373841643333,0,16
SBV2-ALL92-G062-C01,supported,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.3901855991317352,0.8957332930856525,0.5399109721183777,0,34
SBV2-ALL92-G062-C02,mild_scope_overclaim,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4936040168014567,0.6755180899212109,0.7561756372451782,0,34
SBV2-ALL92-G062-C03,strong_action_overclaim,contradiction_candidate,False,True,0,r4_screening_failure,0.4841660704004111,0.5956536244204061,0.7136051654815674,0,34
SBV2-ALL92-G062-C04,contradiction_candidate,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.5045056553349774,0.2543603970313794,0.0871482789516449,0,34
SBV2-ALL92-G065-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.8694755718618017,0.3043142970094055,0.27131223678588867,0,19
SBV2-ALL92-G065-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.6858420787943886,0.0625370671523262,0.5399326086044312,1,43
SBV2-ALL92-G065-C03,strong_action_overclaim,strong_action_overclaim,True,True,1,true_positive_in_queue,0.9001733501516946,0.2567677524455616,0.029927492141723633,0,8
SBV2-ALL92-G065-C04,contradiction_candidate,strong_action_overclaim,True,False,1,false_positive_contradiction,0.842098343579372,0.2694161473681137,0.06514590978622437,0,18
SBV2-ALL92-G067-C01,supported,strong_action_overclaim,False,False,1,true_negative_not_in_queue,0.5404829757429497,0.2525688909620942,0.3426291346549988,0,23
SBV2-ALL92-G067-C02,mild_scope_overclaim,strong_action_overclaim,False,False,1,ambiguous_mild_strong,0.5002814856163923,0.2552719633669761,0.09909176826477051,0,23
SBV2-ALL92-G067-C03,strong_action_overclaim,contradiction_candidate,False,True,0,r4_screening_failure,0.2868885525318909,0.9308290378156548,0.11404093354940414,0,23
SBV2-ALL92-G067-C04,contradiction_candidate,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.2807400453572831,0.930776078907906,0.04430834576487541,0,23
SBV2-ALL92-G069-C01,supported,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.4327361467609004,0.9105399834767588,0.46119868755340576,0,25
SBV2-ALL92-G069-C02,mild_scope_overclaim,contradiction_candidate,False,False,0,true_negative_not_in_queue,0.5620225932229017,0.633339206642372,0.6535283923149109,0,25
SBV2-ALL92-G069-C03,strong_action_overclaim,contradiction_candidate,False,True,0,r4_screening_failure,0.3571132341681853,0.9240325918127396,0.14073146879673004,0,25
SBV2-ALL92-G069-C04,contradiction_candidate,supported,False,False,0,true_negative_not_in_queue,0.5511351872037592,0.133885938163001,0.6624552607536316,0,25
