candidate_id,paper_id,silver_label,failure_type,reason,pdf_missing,oracle_found,oracle_method,top1_same_paper,top1_is_oracle,retrieval_failure
SBV2-ALL92-G170-C02,MARL-018,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G170-C03,MARL-018,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G170-C04,MARL-018,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G172-C01,MARL-019,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G172-C02,MARL-019,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G172-C03,MARL-019,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G172-C04,MARL-019,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G175-C01,MARL-001,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G175-C02,MARL-001,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G175-C03,MARL-001,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G175-C04,MARL-001,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G178-C01,MARL-002,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G178-C02,MARL-002,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G178-C03,MARL-002,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G178-C04,MARL-002,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G180-C01,MARL-002,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G180-C02,MARL-002,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G180-C03,MARL-002,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G180-C04,MARL-002,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G185-C01,MARL-004,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G185-C02,MARL-004,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G185-C03,MARL-004,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G185-C04,MARL-004,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G186-C01,MARL-004,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G186-C02,MARL-004,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G186-C03,MARL-004,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G186-C04,MARL-004,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G187-C01,MARL-005,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G187-C02,MARL-005,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G187-C03,MARL-005,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G187-C04,MARL-005,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G190-C01,MARL-006,supported,oracle_not_in_pdf_text,Oracle evidence not found in PDF text (no substring or Jaccard match),False,False,,True,False,True
SBV2-ALL92-G190-C02,MARL-006,mild_scope_overclaim,oracle_not_in_pdf_text,Oracle evidence not found in PDF text (no substring or Jaccard match),False,False,,True,False,True
SBV2-ALL92-G190-C03,MARL-006,strong_action_overclaim,oracle_not_in_pdf_text,Oracle evidence not found in PDF text (no substring or Jaccard match),False,False,,True,False,True
SBV2-ALL92-G190-C04,MARL-006,contradiction_candidate,oracle_not_in_pdf_text,Oracle evidence not found in PDF text (no substring or Jaccard match),False,False,,True,False,True
SBV2-ALL92-G193-C01,MARL-007,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G193-C02,MARL-007,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G193-C03,MARL-007,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G193-C04,MARL-007,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G196-C01,MARL-008,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G196-C02,MARL-008,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G196-C03,MARL-008,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G196-C04,MARL-008,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G197-C01,MARL-008,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G197-C02,MARL-008,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G197-C03,MARL-008,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G197-C04,MARL-008,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G198-C01,MARL-008,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G198-C02,MARL-008,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G198-C03,MARL-008,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G198-C04,MARL-008,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G205-C01,MARL-011,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G205-C02,MARL-011,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G205-C03,MARL-011,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G205-C04,MARL-011,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G213-C01,MARL-013,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G213-C02,MARL-013,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G213-C03,MARL-013,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G213-C04,MARL-013,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G214-C01,POL-001,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G214-C02,POL-001,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G214-C03,POL-001,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G214-C04,POL-001,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G215-C01,POL-001,supported,retrieved_wrong_paper,"Top-1 from AD-024, expected POL-001",False,True,exact_substring,False,False,True
SBV2-ALL92-G215-C02,POL-001,mild_scope_overclaim,retrieved_wrong_paper,"Top-1 from AD-024, expected POL-001",False,True,exact_substring,False,False,True
SBV2-ALL92-G215-C03,POL-001,strong_action_overclaim,retrieved_wrong_paper,"Top-1 from AD-024, expected POL-001",False,True,exact_substring,False,False,True
SBV2-ALL92-G215-C04,POL-001,contradiction_candidate,retrieved_wrong_paper,"Top-1 from AD-024, expected POL-001",False,True,exact_substring,False,False,True
SBV2-ALL92-G224-C01,POL-004,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G224-C02,POL-004,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G224-C03,POL-004,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G224-C04,POL-004,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G226-C01,POL-005,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G226-C02,POL-005,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G226-C03,POL-005,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G226-C04,POL-005,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G232-C01,POL-007,supported,relation_screening_failed_after_good_retrieval,"Oracle flagged=True, retrieved flagged=False",False,True,exact_substring,True,True,False
SBV2-ALL92-G232-C02,POL-007,mild_scope_overclaim,relation_screening_failed_after_good_retrieval,"Oracle flagged=True, retrieved flagged=False",False,True,exact_substring,True,True,False
SBV2-ALL92-G232-C03,POL-007,strong_action_overclaim,relation_screening_failed_after_good_retrieval,"Oracle flagged=True, retrieved flagged=False",False,True,exact_substring,True,True,False
SBV2-ALL92-G232-C04,POL-007,contradiction_candidate,relation_screening_failed_after_good_retrieval,"Oracle flagged=True, retrieved flagged=False",False,True,exact_substring,True,True,False
SBV2-ALL92-G233-C01,POL-007,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G233-C02,POL-007,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G233-C03,POL-007,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G233-C04,POL-007,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G234-C01,POL-007,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G234-C02,POL-007,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G234-C03,POL-007,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G234-C04,POL-007,contradiction_candidate,retrieved_wrong_paper,"Top-1 from MARL-007, expected POL-007",False,True,exact_substring,False,False,True
SBV2-ALL92-G248-C01,POL-012,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G248-C02,POL-012,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G248-C03,POL-012,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G248-C04,POL-012,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G251-C01,POL-013,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G251-C02,POL-013,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G251-C03,POL-013,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G251-C04,POL-013,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G252-C01,POL-013,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G252-C02,POL-013,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G252-C03,POL-013,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G252-C04,POL-013,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G253-C01,POL-014,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G253-C02,POL-014,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G253-C03,POL-014,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G253-C04,POL-014,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G254-C01,POL-014,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G254-C02,POL-014,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G254-C03,POL-014,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G254-C04,POL-014,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G255-C01,POL-014,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G255-C02,POL-014,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G255-C03,POL-014,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G255-C04,POL-014,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G256-C01,POL-015,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G256-C02,POL-015,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G256-C03,POL-015,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G256-C04,POL-015,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G257-C01,POL-015,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G257-C02,POL-015,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G257-C03,POL-015,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G257-C04,POL-015,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G259-C01,POL-016,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G259-C02,POL-016,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G259-C03,POL-016,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G259-C04,POL-016,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G261-C01,POL-016,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G261-C02,POL-016,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G261-C03,POL-016,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G261-C04,POL-016,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G264-C01,POL-017,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G264-C02,POL-017,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G264-C03,POL-017,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G264-C04,POL-017,contradiction_candidate,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G266-C01,POL-018,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G266-C02,POL-018,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G266-C03,POL-018,strong_action_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G266-C04,POL-018,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G271-C01,POL-020,supported,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G271-C02,POL-020,mild_scope_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G271-C03,POL-020,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G271-C04,POL-020,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G272-C01,POL-020,supported,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G272-C02,POL-020,mild_scope_overclaim,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
SBV2-ALL92-G272-C03,POL-020,strong_action_overclaim,none,No failure,False,True,exact_substring,True,True,False
SBV2-ALL92-G272-C04,POL-020,contradiction_candidate,oracle_chunk_not_retrieved,Same paper but oracle chunk not in top-20,False,True,exact_substring,True,False,True
